id,park_code,name,full_name,designation,description,street,city,state,zipcode,lat_long,url
BEE3E4AA-D61B-4197-A2A0-567D15734766,hafo,Hagerman Fossil Beds,Hagerman Fossil Beds National Monument,National Monument,"Did you know that horses evolved in North America? The Hagerman horse, Equus simplicidens, is the first true one-toed horse. It's the park's most famous fossil, but we have fossils from over two hundred other species too! From the saber-toothed cat, mastodon, bear, camel, and ground sloth, to smaller animals like rodents and frogs, the scientific study of Pliocene fossils is the key to Hagerman.",221 N State St,Hagerman,ID,83332,"lat:42.79074114, long:-114.9443074",https://www.nps.gov/hafo/index.htm
4930BAEB-A3BF-4825-9796-DCD0FD1C3BD5,hale,Haleakal&#257;,Haleakal&#257; National Park,National Park,"This special place vibrates with stories of ancient and modern Hawaiian culture and protects the bond between the land and its people. The park also cares for endangered species, some of which exist nowhere else. Come visit this special place - renew your spirit amid stark volcanic landscapes and sub-tropical rain forest with an unforgettable hike through the backcountry.",Haleakalā National Park,Kula,HI,96790,"lat:20.70693015, long:-156.1591775",https://www.nps.gov/hale/index.htm
4E169088-14AC-41DB-A6B2-BB3925B1CF0A,hagr,Hamilton Grange,Hamilton Grange National Memorial,National Memorial,"Alexander Hamilton created the tools for the success of the United States. From his humble beginnings as an orphan on the Caribbean island of Nevis, he became George Washington's right-hand man. Come visit Hamilton Grange and find out more about this controversial founder and the country home that he built on his Harlem estate.",414 West 141st Street,New York,NY,10031,"lat:40.81871605, long:-73.94878487",https://www.nps.gov/hagr/index.htm
5FD56750-4A13-4615-B987-793AC356B320,hamp,Hampton,Hampton National Historic Site,National Historic Site,"Once possibly the largest private home in America by 1790, the Hampton mansion serves as a grand example of late-Georgian architecture in America. Hampton is also the story of its people, as the estate evolved through the actions of the Ridgely family, enslaved African Americans, European indentured servants, and paid laborers within a nation struggling to define its own concept of freedom.",535 Hampton Lane,Towson,MD,21286,"lat:39.4175296, long:-76.58781182",https://www.nps.gov/hamp/index.htm
211E9758-FA5F-4BAA-AABF-D939B7C07A79,haha,Harmony Hall,Harmony Hall,,"The 18th century Harmony Hall mansion is located on a 62.5-acre open pasture land estate along the Potomac River. This estate was purchased by the National Park Service in 1966, to preserve southern Maryland cultural heritage. Surrounded by a rich landscape, it offers visitors many chances to connect with Colonial History. The park also home to the remains of the Want Water House and canal.",10702 Livingston Rd.,Fort Washington,MD,20744,"lat:38.74646351, long:-77.00377069",https://www.nps.gov/haha/index.htm
2828F5DF-F4E9-48DE-9D4D-2EC39E0276B2,hafe,Harpers Ferry,Harpers Ferry National Historical Park,National Historical Park,"A visit to this quaint, historic community, at the confluence of the Potomac and Shenandoah rivers, is like stepping into the past. Stroll the picturesque streets, visit exhibits and museums, or hike our trails and battlefields. Spend a day or a weekend. We have something for everyone, so come and discover Harpers Ferry!",Harpers Ferry National Historical Park,Harpers Ferry,WV,25425,"lat:39.31865949, long:-77.74088546",https://www.nps.gov/hafe/index.htm
067468EC-25DB-447C-91A8-068C167EEF32,hart,Harriet Tubman,Harriet Tubman National Historical Park,National Historical Park,"Harriet Tubman was guided by a deep faith and devotion to family, freedom, and community. After emancipating herself and members of her family, she moved them from Ontario, Canada to Fleming and Auburn, New York in 1859. Central New York was a center for progressive thought, abolition, and women’s suffrage where Tubman continued to fight for human rights and dignity until she died in 1913.",180 South Street,Auburn,NY,13021,"lat:42.9128920286894, long:-76.5646715462208",https://www.nps.gov/hart/index.htm
380E7DFB-6F37-499F-8996-356EC5F0DDE5,hatu,Harriet Tubman Underground Railroad,Harriet Tubman Underground Railroad National Historical Park,National Historical Park,Harriet Tubman was a deeply spiritual woman who lived her ideals and dedicated her life to freedom. She is the Underground Railroad’s best known conductor and before the Civil War repeatedly risked her life to guide nearly 70 enslaved people north to new lives of freedom. This new national historical park preserves the same landscapes that Tubman used to carry herself and others away from slavery.,4068 Golden Hill Road,Church Creek,MD,21622,"lat:38.4548643510713, long:-76.1373451375579",https://www.nps.gov/hatu/index.htm
76F393BA-D39F-43E9-B0A3-F746E2FEAD85,hstr,Harry S Truman,Harry S Truman National Historic Site,National Historic Site,"President Harry S Truman took America from its traditional isolationism into the age of international involvement. Despite his power, he never forgot where he came from. Today, visitors can experience the surroundings Truman knew as a young man of modest ambition through his political career and final years as a former president.",219 North Delaware Street (Truman Home),Independence,MO,64050,"lat:38.92711967, long:-94.5162488",https://www.nps.gov/hstr/index.htm
D9BF4288-9AC3-4526-9598-BE8920839ACC,havo,Hawai'i Volcanoes,Hawai'i Volcanoes National Park,National Park,"Hawai‘i Volcanoes National Park protects some of the most unique geological, biological, and cultural landscapes in the world. Extending from sea level to 13,677 feet, the park encompasses the summits of two of the world's most active volcanoes - Kīlauea and Mauna Loa.",1 Crater Rim Drive,Hawaii National Park,HI,96718,"lat:19.3355036, long:-155.4700257",https://www.nps.gov/havo/index.htm
43AC146A-0903-4E4A-BD7D-7169655009C7,heho,Herbert Hoover,Herbert Hoover National Historic Site,National Historic Site,"Orphaned at age nine, Herbert Hoover left West Branch never to live here again. In later years, he returned to his humble birthplace to celebrate his long career of public service. A memorial landscape remains to tell his story: how community, hard work, honesty, and usefulness to others opened a world of opportunity— and the presidency of the United States— to a child of simple beginnings.",110 Parkside Drive,West Branch,IA,52358,"lat:41.66793558, long:-91.35232139",https://www.nps.gov/heho/index.htm
9CFF594A-8DB1-4377-BE2A-10CC2B0C47E1,jame,Historic Jamestowne,Historic Jamestowne Part of Colonial National Historical Park,Part of Colonial National Historical Park,"Walk in the steps of Captain John Smith and Pocahontas where a successful English colonization of North America began. Despite early struggles to survive, the 1607 settlement evolved into a prosperous colony. As the colony expanded, the Virginia Indians were pushed out of their homeland. In 1619, the arrival of Africans was recorded, marking the origin of slavery in English North America.",1368 Colonial Parkway,Jamestown,VA,23081,"lat:37.20027185, long:-76.75469561",https://www.nps.gov/jame/index.htm
BBA0A580-E05B-42DD-A64F-7C6F958091C5,hofr,Home Of Franklin D Roosevelt,Home Of Franklin D Roosevelt National Historic Site,National Historic Site,"Home to the 32nd and longest-serving president of the United States, Franklin D. Roosevelt returned to Hyde Park often, drawing on this place to renew his spirit during times of personal and political crisis. Explore the Roosevelt saga in the homes of Franklin and Eleanor Roosevelt, the exhibits at the nation’s first Presidential Library, and over a thousand acres of gardens and trails.",114 Estates Lane,Hyde Park,NY,12538,"lat:41.76639758, long:-73.92516857",https://www.nps.gov/hofr/index.htm
3E1E316B-2F1A-4F08-8BD0-AE64761D68C2,home,Homestead,Homestead National Monument of America,National Monument of America,"The Homestead Act of 1862 transformed the world. Millions were invited to file claims including, families, immigrants, single women, and freed slaves. Over 10 percent of the United States was homesteaded! The land, long inhabited by American Indian cultures, changed forever. Homesteaders created settlements and farms, drove industrial advancement, and built our nation chasing the American Dream.",8523 West State Highway 4,Beatrice,NE,68310,"lat:40.28802381, long:-96.83387781",https://www.nps.gov/home/index.htm
88F37F00-EAD0-44C4-88D1-F42D52BF661B,hono,Honouliuli,Honouliuli National Historic Site,National Historic Site,"Although not yet open to the public, Honouliuli National Historic Site will tell the history of internment, martial law, and the experience of prisoners of war in Hawai‘i during World War II. Honouliuli National Historic Site will be a place to reflect on wartime experiences and recommit ourselves to the pursuit of freedom and justice.",National Park Service,Honolulu,HI,96818,"lat:21.38817536, long:-158.0574991",https://www.nps.gov/hono/index.htm
BE344FC9-4366-493D-B881-4E5AD4973CF5,hocu,Hopewell Culture,Hopewell Culture National Historical Park,National Historical Park,"Earthen mounds and embankments forming huge geometric enclosures grace the landscape of the Ohio River Valley. These monumental structures were built by Native American hands almost 2,000 years ago. Hopewellian people gathered at these earthworks for feasts, funerals and rites of passage. Come learn about these sacred spaces and reflect upon the lives of these American Indians.",16062 State Route 104,Chillicothe,OH,45601,"lat:39.31594374, long:-83.08049456",https://www.nps.gov/hocu/index.htm
D709F8AB-E094-4C58-8B9E-2E4958AA2BF2,hofu,Hopewell Furnace,Hopewell Furnace National Historic Site,National Historic Site,"Hopewell Furnace showcases an early American landscape of industrial operations from 1771-1883, Hopewell and other ""iron plantations"" laid the foundation for the transformation of the United States into an industrial giant for the time. The park's 848 acres and historic structures illustrate the business, technology and lifestyle of our growing nation.",2 Mark Bird Lane,Elverson,PA,19520,"lat:40.20610637, long:-75.76766355",https://www.nps.gov/hofu/index.htm
7565F317-EA13-4E07-9059-D6831CA7E4A9,hobe,Horseshoe Bend,Horseshoe Bend National Military Park,National Military Park,"On 27 March 1814, Major General Andrew Jackson ‘s army of 3,300 men attacked Chief Menawa’s 1,000 Red Stick Creek warriors fortified in a horseshoe shaped bend of the Tallapoosa River. Over 800 Red Sticks died that day. The battle ended the Creek War, resulted in a land cession of 23,000,000 acres to the United States and created a national hero of Andrew Jackson.",11288 Horseshoe Bend Road,Daviston,AL,36256,"lat:32.97668879, long:-85.73413589",https://www.nps.gov/hobe/index.htm
ED9C0322-68FB-4DE1-A884-61C623281C9D,hosp,Hot Springs,Hot Springs National Park,National Park,"Hot Springs National Park has a rich cultural past. The grand architecture of our historic bathhouses is equally matched by the natural curiosities that have been drawing people here for hundreds of years. Ancient thermal springs, mountain views, incredible geology, forested hikes, and abundant creeks – all in the middle of town – make Hot Springs National Park a unique and beautiful destination.",369 Central Avenue,Hot Springs,AR,71901,"lat:34.52414366, long:-93.06332936",https://www.nps.gov/hosp/index.htm
BA84404E-743C-4841-9F83-87CEDA164E5B,hove,Hovenweep,Hovenweep National Monument,National Monument,"Once home to over 2,500 people, Hovenweep includes six prehistoric villages built between A.D. 1200 and 1300. Explore a variety of structures, including multistory towers perched on canyon rims and balanced on boulders. The construction and attention to detail will leave you marveling at the skill and motivation of the builders.",Along the border between southeast Utah and southwest Colorado,Cortez,CO,81321,"lat:37.39134092, long:-109.0047977",https://www.nps.gov/hove/index.htm
E2A4E070-D68B-42D6-8353-4438ED2F43AB,hutr,Hubbell Trading Post,Hubbell Trading Post National Historic Site,National Historic Site,"The squeaky wooden floor greets your entry into the oldest operating trading post on the Navajo Nation. When your eyes adjust to the dim light in the ""bullpen"" you find you’ve just entered a mercantile. Hubbell Trading Post has been serving Ganado selling goods and Native American Art since 1878. Discover Hubbell Trading Post NHS, where history is made every day!",1/2 mile west of Hwy 191/264,Ganado,AZ,86505-0150,"lat:35.70727324, long:-109.5599515",https://www.nps.gov/hutr/index.htm
8AF6DC1B-724A-42EB-A859-F53876D5DD53,hurv,Hudson River Valley,Hudson River Valley National Heritage Area,National Heritage Area,"Maurice D. Hinchey Hudson River Valley National Heritage Area stretches from New York City to Albany. The area's resources exhibit the roles of freedom and dignity in the valley's history, and the historical and contemporary role of commerce. Revolutionary War stories, famous residences, scenic parks and gardens, and landscapes all contribute to the Hudson Valley's beauty and significance.",625 Broadway,Albany,NY,12210,"lat:42.0397300720215, long:-73.9580383300781",https://www.nps.gov/hurv/index.htm
622B7696-B7D8-41D8-A3C9-C82A60D0CD12,inup,I&#241;upiat Heritage Center,I&#241;upiat Heritage Center,,"On the rooftop of the world, the Iñupiat Heritage Center in Barrow, Alaska, tells the story of the Iñupiat people. They have thrived for thousands of years in one of the harshest climates on Earth, hunting the bowhead, or ""Agviq."" In the 19th century, these lonely seas swarmed with commercial whalemen from New England, who also sought the bowhead for its valuable baleen and blubber.",5421 North Star Street,Barrow,AK,99723,"lat:71.29889155, long:-156.7529136",https://www.nps.gov/inup/index.htm
07D9E506-B86A-4762-801F-2D333F369D5D,iafl,Ice Age Floods,Ice Age Floods National Geologic Trail,National Geologic Trail,"""At the end of the last Ice Age, some 12,000 to 17,000 years ago, a series of cataclysmic floods occurred in what is now the northwest region of the United States, leaving a lasting mark of dramatic and distinguishing features on the landscape of parts of the States of Montana, Idaho, Washington and Oregon."" Public Law 111-11, March 30, 2009",Superintendent,Coulee Dam,WA,99116,,https://www.nps.gov/iafl/index.htm
DED290D0-879A-4134-BBC3-54980D80959E,iatr,Ice Age,Ice Age National Scenic Trail,National Scenic Trail,"A mere 15,000 years ago during the Ice Age, much of North America lay under a huge glacier. Mammoths, saber tooth cats and cave lions roamed the earth! Some of the best evidence of this glacier is found in Wisconsin such as the state’s many lakes, river valleys, gently rolling hills, and ridges. The nearly 1,200 mile Ice Age National Scenic Trail, established in 1980, traces the glacier's edge.",8075 Old Sauk Pass Road,Cross Plains,WI,53528,,https://www.nps.gov/iatr/index.htm
CF35CC35-12CE-473D-9E4C-703916105B78,inde,Independence,Independence National Historical Park,National Historical Park,"The park represents the founding ideals of the nation, and preserves national and international symbols of freedom and democracy, including Independence Hall and the Liberty Bell. The Declaration of Independence and U.S. Constitution were both debated and signed inside Independence Hall, a UNESCO World Heritage Site.",143 S. 3rd Street,Philadelphia,PA,19106,"lat:39.94746112, long:-75.14794157",https://www.nps.gov/inde/index.htm
473EFACE-EE15-4A4F-AA6C-666810A9E27D,indu,Indiana Dunes,Indiana Dunes National Park,National Park,"Indiana Dunes National Park hugs 15 miles of the southern shore of Lake Michigan and has much to offer. Whether you enjoy scouting for rare species of birds or flying kites on the sandy beach, the national park's 15,000 acres will continually enchant you. Hikers will enjoy 50 miles of trails over rugged dunes, mysterious wetlands, sunny prairies, meandering rivers and peaceful forests.",1215 North State Road 49,Porter,IN,46304,"lat:41.63765525, long:-87.09647445",https://www.nps.gov/indu/index.htm
0F6893CF-FC15-4AC5-8C95-E70FC9C21B1A,isro,Isle Royale,Isle Royale National Park,National Park,"Explore a rugged, isolated island, far from the sights and sounds of civilization. Surrounded by Lake Superior, Isle Royale offers unparalleled solitude and adventures for backpackers, hikers, boaters, kayakers, canoeists and scuba divers. Here, amid stunning scenic beauty, you'll find opportunities for reflection and discovery, and make memories that last a lifetime.",800 East Lakeshore Drive,Houghton,MI,49931,"lat:48.01145819, long:-88.82780657",https://www.nps.gov/isro/index.htm
DE848801-6FFA-4961-901A-CBE120F569F5,jaga,James A Garfield,James A Garfield National Historic Site,National Historic Site,"A front porch can serve many purposes. For some, it is a place to enjoy the breeze on a warm summer night. For others, a perch from which to keep eyes on what's happening in their neighborhood. In 1880, James Garfield used his front porch as a platform to greet thousands of well-wishers during his presidential campaign. Today, the porch serves as a gateway to the story of the Garfield family.",8095 Mentor Avenue,Mentor,OH,44060,"lat:41.66486549, long:-81.35086557",https://www.nps.gov/jaga/index.htm
ED57A2B1-2560-471C-82A7-7EF6BC3486F8,jela,Jean Lafitte,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,"In Jean Lafitte's day, silver and gold filled a pirate's treasure chest, but today's treasures are people, places, and memories. Discover New Orleans’ rich cultural mix. Learn Cajun traditions from people who live them. Watch an alligator bask on a bayou’s bank. Walk in the footsteps of the men who fought at 1815’s Battle of New Orleans. Follow the link to discover the treasure of Jean Lafitte.",419 Decatur St,New Orleans,LA,70130,"lat:29.81739855, long:-90.1402241",https://www.nps.gov/jela/index.htm
A71EF659-5A33-4CCC-93CE-340F23A88E3E,jeca,Jewel Cave,Jewel Cave National Monument,National Monument,"Immerse yourself within the third longest cave in the world. With over 208 miles of mapped and surveyed passages, this underground wilderness appeals to human curiosity. Its splendor is revealed through fragile formations and glimpses of brilliant color. Its maze of passages lure explorers, and its scientific wealth remains a mystery. This resource is truly a jewel in the National Park Service.",11149 U.S. Hwy. 16,Custer,SD,57730,"lat:43.73102945, long:-103.829994",https://www.nps.gov/jeca/index.htm
F63CFF21-C861-422D-A725-B8F3ECFF6EAE,jica,Jimmy Carter,Jimmy Carter National Historic Site,National Historic Site,"Few U.S. Presidents have had such close ties with where they were born and raised. The rural southern culture of Plains, Georgia, that revolves around farming, church and school, had a large influence in molding the character and in shaping the political policies of the 39th President of the United States.",300 North Bond Street,Plains,GA,31780,"lat:32.03059943, long:-84.41606653",https://www.nps.gov/jica/index.htm
B2577D2A-A33E-4DCF-B6F8-C299E1DFEC19,joda,John Day Fossil Beds,John Day Fossil Beds National Monument,National Monument,"Colorful rock formations at John Day Fossil Beds preserve a world class record of plant and animal evolution, changing climate, and past ecosystems that span over 40 million years. Exhibits and a working lab at the Thomas Condon Paleontology and Visitor Center as well as scenic drives and hikes at all three units allow visitors to explore the prehistoric past of Oregon and see science in action.",32651 Highway 19,Kimberly,OR,97848,"lat:44.62566508, long:-119.8811491",https://www.nps.gov/joda/index.htm
13E32BB8-D80B-45FA-ABF7-9C0CA5417ADC,jofi,John Fitzgerald Kennedy,John Fitzgerald Kennedy National Historic Site,National Historic Site,"As a boy, JFK’s parents never expected he would grow up to be president. Yet in his birthplace home he learned values that inspired a life in public service. His mother, Rose Kennedy, recreated her family’s first home to share her memories of those early years with visitors. We commemorate not only his early life, but the ideas and principles he left behind.",83 Beals Street,Brookline,MA,02446,"lat:42.34693694, long:-71.12323846",https://www.nps.gov/jofi/index.htm
2435970E-D5E5-4E5B-93A0-F72D48DB2BE8,blac,John H. Chafee Blackstone River Valley,John H. Chafee Blackstone River Valley National Heritage Corridor,National Heritage Corridor,"The Blackstone River runs from Worcester, MA to Providence, RI. Its waters powered the Slater Mill in Pawtucket, RI, America's first successful cotton spinning mill. This creative spark began the nation's transformation from Farm to Factory. Today, the Blackstone River Valley is a special type of National Park - a living landscape containing thousands of natural and historic treasures.",670 Linwood Avenue,Northbridge,MA,01588,"lat:42.201158, long:-71.668818",https://www.nps.gov/blac/index.htm
F339067B-A588-4BF3-9D90-1C1BA1249203,jomu,John Muir,John Muir National Historic Site,National Historic Site,"John Muir played many roles in his life, all of which helped him succeed in his role as an advocate for Nature. As America’s most famous naturalist and conservationist, Muir fought to protect the wild places he loved, places we can still visit today. Muir’s writings convinced the U.S. government to protect Yosemite, Sequoia, Grand Canyon and Mt. Rainier as national parks.",4202 Alhambra Ave,Martinez,CA,94553,"lat:37.9828422, long:-122.1326097",https://www.nps.gov/jomu/index.htm
A8C04CA4-FEFF-4FDD-99C4-5BA801AA2DB5,jofl,Johnstown Flood,Johnstown Flood National Memorial,National Memorial,"The South Fork dam failed on Friday, May 31, 1889 and unleashed 20,000,000 tons of water that devastated Johnstown, PA. The flood killed 2,209 people but it brought the nation and the world together to aid the ""Johnstown sufferers."" The story of the Johnstown Flood reminds us all, ""...that we must leave nothing undone for the preservation and protection of our brother men.""",733 Lake Road,South Fork,PA,15956,"lat:40.34584534, long:-78.77448601",https://www.nps.gov/jofl/index.htm
F5CD58FB-05DC-4074-99DA-F327A537F1BC,jotr,Joshua Tree,Joshua Tree National Park,National Park,"Two distinct desert ecosystems, the Mojave and the Colorado, come together in Joshua Tree National Park. A fascinating variety of plants and animals make their homes in a land sculpted by strong winds and occasional torrents of rain. Dark night skies, a rich cultural history, and surreal geologic features add to the wonder of this vast wilderness in southern California. Come explore for yourself.",74485 National Park Drive,Twentynine Palms,CA,92277-3597,"lat:33.91418525, long:-115.8398125",https://www.nps.gov/jotr/index.htm
AD483AA2-2AFE-4518-9D97-6ED3EE5BBCE2,jthg,Journey Through Hallowed Ground,Journey Through Hallowed Ground National Heritage Area,National Heritage Area,"The Journey Through Hallowed Ground NHA is the unique historic and scenic region from Gettysburg to Charlottesville, with Civil War battlefields and historic sites, small towns and orchards, and unspoiled landscapes that can be explored by car, bike, canoe, or on foot or horseback. The region is alive with vibrant historic downtowns, bounteous agriculture, and rich cultural events.",15481 2nd Street,Waterford,VA,20197,"lat:38.8904075622559, long:-77.8056488037109",https://www.nps.gov/jthg/index.htm
062F89B7-8DB4-4ACD-88D1-573669E63091,juba,Juan Bautista de Anza,Juan Bautista de Anza National Historic Trail,National Historic Trail,"""¡Vayan Subiendo!""(""Everyone mount up!"") was the rousing call from Juan Bautista de Anza. In 1775-76, he led some 240 men, women, and children on an epic journey to establish the first non-Native settlement at San Francisco Bay. Today, the 1,200-mile Juan Bautista de Anza National Historic Trail connects history, culture, and outdoor recreation from Nogales, Arizona, to the San Francisco Bay Area.","440 Civic Center Plaza, Suite 300",Richmond,CA,94804,,https://www.nps.gov/juba/index.htm
3C869976-DF2E-4D99-9918-366DFE637846,kala,Kalaupapa,Kalaupapa National Historical Park,National Historical Park,"When Hansen's disease (leprosy) was introduced to the Hawaiian Islands, King Kamehameha V banished all afflicted to the isolated Kalaupapa peninsula on the north shore of Molokai. Since 1866, more than 8000 people, mostly Hawaiians, have died at Kalaupapa. Once a prison, Kalaupapa is now refuge for the few remaining residents who are now cured, but were forced to live their lives in isolation.",P.O. Box 2222,Kalaupapa,HI,96742,"lat:21.1731108, long:-156.9511609",https://www.nps.gov/kala/index.htm
C8B7FCAD-0176-4ABC-8774-90A264E646F1,kaho,Kaloko-Honok&#333;hau,Kaloko-Honok&#333;hau National Historical Park,National Historical Park,"To survive in a hot and arid environment the native Hawaiians (kanaka maoli) used ancient fishing skills, including the building of fishponds, and the knowledge of the location of precious fresh water (wai) that flows into the many brackish pools throughout the park. The spirit of the people (poe) and the knowledge of the elders (kupuna) created a tradition of respect and reverence for this area.","Visitor Center, Queen Ka'ahumanu Highway, south of 97 mile marker",Kailua-Kona,HI,96740,"lat:19.68083237, long:-156.0306932",https://www.nps.gov/kaho/index.htm
406F7D87-F34F-41C9-9CCE-9FD53ABBA9A7,kaww,Katahdin Woods and Waters,Katahdin Woods and Waters National Monument,National Monument,"Spread across a wild landscape offering spectacular views of Mount Katahdin, Katahdin Woods and Waters invites discovery of its rivers, streams, woods, flora, fauna, geology, and the night skies that have attracted humans for millennia.",,,,,"lat:45.9567565917969, long:-68.712287902832",https://www.nps.gov/kaww/index.htm
B712CB0C-B3DD-48A6-AA4F-CCD72C87F48B,katm,Katmai,Katmai National Park & Preserve,National Park & Preserve,"A landscape is alive underneath our feet, filled with creatures that remind us what it is to be wild. Katmai was established in 1918 to protect the volcanically devastated region surrounding Novarupta and the Valley of Ten Thousand Smokes. Today, Katmai National Park and Preserve also protects 9,000 years of human history and important habitat for salmon and thousands of brown bears.",1000 Silver Street,King Salmon,AK,99613,"lat:58.62235668, long:-155.0126574",https://www.nps.gov/katm/index.htm
11E73438-0CCC-4441-A76A-1995F67F2D89,kefj,Kenai Fjords,Kenai Fjords National Park,National Park,"At the edge of the Kenai Peninsula lies a land where the ice age lingers. Nearly 40 glaciers flow from the Harding Icefield, Kenai Fjords' crowning feature. Wildlife thrives in icy waters and lush forests around this vast expanse of ice. Sugpiaq people relied on these resources to nurture a life entwined with the sea. Today, shrinking glaciers bear witness to the effects of our changing climate.",411 Washington Street,Seward,AK,99664,"lat:59.81804414, long:-150.106502",https://www.nps.gov/kefj/index.htm
A1901BAE-94DB-44E4-96D4-1E07422EDF6E,keaq,Kenilworth Park & Aquatic Gardens,Kenilworth Park & Aquatic Gardens,,"Deep within Kenilworth lies an oasis, hidden behind trees and cattails. It's a place where beavers build their homes and turtles sleep on logs. Lotus's rise from the muck and lilies sit on the water. The wind dances with the dragonflies, rustling through the trees, carrying the song of the birds until it brushes across your face, fading to a whisper, saying ""come join.""",1550 Anacostia Ave. NE,Washington,DC,20019,"lat:38.91284776, long:-76.94340616",https://www.nps.gov/keaq/index.htm
AA1E3B48-8B98-4F47-A642-C266A92AB523,kemo,Kennesaw Mountain,Kennesaw Mountain National Battlefield Park,National Battlefield Park,"Kennesaw Mountain National Battlefield Park is a 2,965 acre National Battlefield that preserves a Civil War battleground of the Atlanta Campaign. Opposing forces maneuvered and fought here from June 19, 1864 until July 2, 1864. Although most famous as a Civil War battlefield, Kennesaw Mountain has a much richer story.",900 Kennesaw Mountain Dr,Kennesaw,GA,30152,"lat:33.95370717, long:-84.59214186",https://www.nps.gov/kemo/index.htm
E25D6277-11D8-425F-8498-718C98B13854,kewe,Keweenaw,Keweenaw National Historical Park,National Historical Park,"From 7,000 years ago to the 1900s people mined Keweenaw copper. Native peoples made copper into tools and trade items. Investors and immigrants arrived in the 1800s in a great mineral rush, developing thriving industries and cosmopolitan communities. Though the mines have since closed, their mark is still visible on the land and people.",25970 Red Jacket Road,Calumet,MI,49913,"lat:47.1792308, long:-88.52275344",https://www.nps.gov/kewe/index.htm
C7C40543-5879-48FC-8E55-C26F3E0B4CCD,kimo,Kings Mountain,Kings Mountain National Military Park,National Military Park,"Thomas Jefferson called it ""The turn of the tide of success."" The battle of Kings Mountain, fought October 7th, 1780, was an important American victory during the Revolutionary War. The battle was the first major patriot victory to occur after the British invasion of Charleston, SC in May 1780. The park preserves the site of this important battle.",2300 Park Road,Blacksburg,SC,29702,"lat:35.13900723, long:-81.38978712",https://www.nps.gov/kimo/index.htm
0529BC85-CD42-4DA9-AC60-CAD7C40C3525,klse,Klondike Gold Rush - Seattle Unit,Klondike Gold Rush - Seattle Unit National Historical Park,National Historical Park,"Seattle flourished during and after the Klondike Gold Rush. Merchants supplied people from around the world passing through this port city on their way to a remarkable adventure in Alaska. Today, the park is your gateway to learn about the Klondike Gold Rush, explore the area's public lands, and engage with the local community.",319 Second Ave S.,Seattle,WA,98104,"lat:47.5993663, long:-122.3319664",https://www.nps.gov/klse/index.htm
5D4AA834-B601-44A8-B786-FF3306BA8A39,klgo,Klondike Gold Rush,Klondike Gold Rush National Historical Park,National Historical Park,"Headlines screamed ""Gold!"" The dream of a better life catapulted thousands of people to Alaska and the Yukon Territory. Their journey shaped them, and changed the people they encountered and the north forever. Today, the park remembers the trails, boomtowns, and stories of the Klondike Gold Rush.",Klondike Gold Rush National Historical Park,Skagway,AK,99840,"lat:59.61042373, long:-135.2618535",https://www.nps.gov/klgo/index.htm
0103833B-8114-4483-9754-11B5171BCB20,knri,Knife River Indian Villages,Knife River Indian Villages National Historic Site,National Historic Site,"Earthlodge people hunted bison and other game, but were in essence farmers living in villages along the Missouri and its tributaries. The site was a major Native American trade center for hundreds of years prior to becoming an important market place for fur traders after 1750.",564 County Road 37,Stanton,ND,58571,"lat:47.3540219, long:-101.3860533",https://www.nps.gov/knri/index.htm
691831BF-F280-4E02-BF4A-FF476BC66B23,kova,Kobuk Valley,Kobuk Valley National Park,National Park,"Caribou, sand dunes, the Kobuk River, Onion Portage - just some of the facets of Kobuk Valley National Park. Half a million caribou migrate through, their tracks crisscrossing sculpted dunes. The Kobuk River is an ancient and current path for people and wildlife. For 9000 years, people came to Onion Portage to harvest caribou as they swam the river. Even today, that rich tradition continues.",171 3rd Ave,Kotzebue,AK,99752,"lat:67.35631336, long:-159.2002293",https://www.nps.gov/kova/index.htm
0DEA542F-01B7-4631-8AAD-124161D7B7E6,kowa,Korean War Veterans Memorial,Korean War Veterans Memorial,,Our nation honors her sons and daughters who answered the call to defend a country they never knew and a people they never met.,"10 Daniel French Dr, SW",Washington,DC,20002,"lat:38.88784226, long:-77.04773857",https://www.nps.gov/kowa/index.htm
D50B95B0-11C7-4F0A-8B3A-9BAC66E8F1A7,lyba,LBJ Memorial Grove on the Potomac,LBJ Memorial Grove on the Potomac,,"From this distance the seat of national power appears pristine across the river, so President Johnson came here often when he needed to escape from the stresses of building a Great Society. After he died, his wife chose this place for his memorial. A landscape of serpentine paths, white pines, a granite monolith, and an open meadow honors his legacy of social justice and conservation legislation.",Lyndon Baines Johnson Memorial Grove,Washington,DC,,"lat:38.87858036, long:-77.05145832",https://www.nps.gov/lyba/index.htm
5F76F85B-23F4-4616-AA0B-A26E8DE76593,lacl,Lake Clark,Lake Clark National Park & Preserve,National Park & Preserve,"Lake Clark National Park and Preserve is a land of stunning beauty. Volcanoes steam, salmon run, bears forage, and craggy mountains reflect in shimmering turquoise lakes. Here, too, local people and culture still depend on the land and water. Venture into the park to become part of the wilderness.",1 Park Place,Port Alsworth,AK,99653,"lat:60.57405857, long:-153.55535",https://www.nps.gov/lacl/index.htm
